combination_id,source_category,source_label,scope_urls,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,access_level,risk_label
SC-1785,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.coursework.students,3,0,1,3,1,0,2,Medium
SC-1786,Strategy J: Bool Switching of Medium Risk Combinations,"service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.profile.emails,3,1,1,3,1,0,2,High
SC-1787,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.courses.readonly,3,0,0,2,1,0,2,Medium
SC-1788,Strategy J: Bool Switching of Medium Risk Combinations,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.courses.readonly,3,1,1,3,1,0,1,High
SC-1789,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.courses.readonly,3,0,1,3,1,0,2,Medium
SC-1790,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,4,1,0,1,Medium
SC-1791,Strategy J: Bool Switching of Medium Risk Combinations,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.profile.emails,3,1,1,2,1,0,1,Medium
SC-1792,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,3,1,0,1,Medium
SC-1793,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,2,1,0,0,Low
SC-1794,Strategy J: Bool Switching of Medium Risk Combinations,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.profile.emails,3,1,1,3,1,0,1,High
SC-1795,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,4,1,0,1,Medium
SC-1796,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.courses.readonly,3,0,1,4,1,0,2,High
SC-1797,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.courses,3,0,1,4,1,0,2,High
SC-1798,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Classroom, access_type: read, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,3,1,0,1,Medium
SC-1799,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Forms, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/forms,3,0,0,1,1,0,1,Low
SC-1800,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Forms, access_type: read_write, google_classification: sensitive; service: Forms, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/forms; https://www.googleapis.com/auth/forms.responses.readonly,3,0,0,2,1,0,1,Low
SC-1801,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Forms, access_type: read_write, google_classification: sensitive; service: Forms, access_type: read_write, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/forms; https://www.googleapis.com/auth/forms.currentonly; https://www.googleapis.com/auth/forms.body,3,0,0,3,1,0,2,Medium
SC-1802,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Forms, access_type: read_write, google_classification: sensitive; service: Forms, access_type: read, google_classification: sensitive; service: Forms, access_type: read_write, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/forms; https://www.googleapis.com/auth/forms.body.readonly; https://www.googleapis.com/auth/forms.currentonly; https://www.googleapis.com/auth/forms.body,3,0,0,4,1,0,2,Medium
SC-1803,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Forms, access_type: read, google_classification: sensitive; service: Forms, access_type: read, google_classification: sensitive; service: Forms, access_type: read_write, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; service: Forms, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/forms.responses.readonly; https://www.googleapis.com/auth/forms.body.readonly; https://www.googleapis.com/auth/forms.currentonly; https://www.googleapis.com/auth/forms.body; https://www.googleapis.com/auth/forms,3,0,0,5,1,0,2,Medium
SC-1804,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Forms, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/forms.body,3,0,0,1,1,0,2,Medium
SC-1805,Strategy I: Low Sensitivity Service Scope Combinations Generation,"service: Forms, access_type: read, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/forms.body.readonly; https://www.googleapis.com/auth/forms.body,3,0,0,2,1,0,2,Medium
